CUSTOMER_ID,CHURN_PROBABILITY,CHURN_LABEL,CLIENT_TO_CONTACT,DISCOUNT
C108426,0.84,LEAVE,YES,192.36
C108428,0.62,STAY,NO,0.0
C108430,0.82,STAY,NO,0.0
C108437,0.9,STAY,NO,0.0
C108438,0.82,STAY,NO,0.0
C108439,0.66,STAY,NO,0.0
C108452,0.97,STAY,NO,0.0
C108466,0.66,STAY,NO,0.0
C108472,0.89,STAY,NO,0.0
C108476,0.77,STAY,NO,0.0
C108480,0.84,STAY,NO,0.0
C108482,0.99,STAY,NO,0.0
C108484,0.92,STAY,NO,0.0
C108489,0.87,STAY,NO,0.0
C108495,0.69,STAY,NO,0.0
C108503,0.73,STAY,NO,0.0
C108524,0.57,LEAVE,NOT,0.0
C108527,0.72,STAY,NO,0.0
C108535,0.68,STAY,NO,0.0
C108551,0.99,STAY,NO,0.0
C108554,0.98,LEAVE,YES,161.7
C108560,1.0,STAY,NO,0.0
C108562,0.74,STAY,NO,0.0
C108566,1.0,STAY,NO,0.0
C108567,0.88,LEAVE,YES,184.8
C108568,0.82,STAY,NO,0.0
C108571,1.0,STAY,NO,0.0
C108572,0.98,STAY,NO,0.0
C108573,0.87,LEAVE,YES,66.12
C108579,0.81,STAY,NO,0.0
C108581,0.61,LEAVE,NOT,0.0
C108582,0.72,STAY,NO,0.0
C108583,0.51,STAY,NO,0.0
C108585,0.77,LEAVE,YES,160.93
C108587,0.92,LEAVE,YES,47.84
C108591,0.98,STAY,NO,0.0
C108603,0.57,STAY,NO,0.0
C108606,1.0,LEAVE,YES,45.0
C108609,0.97,STAY,NO,0.0
C108611,1.0,STAY,NO,0.0
C108612,0.85,STAY,NO,0.0
C108615,0.78,STAY,NO,0.0
C108617,0.96,STAY,NO,0.0
C108618,0.79,STAY,NO,0.0
C108620,0.52,STAY,NO,0.0
C108622,0.99,STAY,NO,0.0
C108627,0.89,STAY,NO,0.0
C108628,0.57,LEAVE,NOT,0.0
C108646,0.52,LEAVE,NOT,0.0
C108647,0.95,STAY,NO,0.0
C108650,0.55,LEAVE,YES,29.7
C108655,0.5,LEAVE,NOT,0.0
C108665,0.81,LEAVE,YES,43.74
C108666,0.65,LEAVE,YES,49.4
C108669,0.99,STAY,NO,0.0
C108675,0.61,STAY,NO,0.0
C108680,0.82,STAY,NO,0.0
C108681,0.96,STAY,NO,0.0
C108687,1.0,LEAVE,NOT,0.0
C108688,0.52,LEAVE,YES,100.88
C108690,0.99,STAY,NO,0.0
C108691,1.0,LEAVE,NOT,0.0
C108695,1.0,STAY,NO,0.0
C108702,0.66,LEAVE,NOT,0.0
C108704,0.93,STAY,NO,0.0
C108716,0.99,STAY,NO,0.0
C108718,0.98,STAY,NO,0.0
C108724,0.63,LEAVE,YES,143.01
C108739,0.53,STAY,NO,0.0
C108740,0.61,STAY,NO,0.0
C108747,0.82,STAY,NO,0.0
C108749,0.61,LEAVE,NOT,0.0
C108750,0.97,STAY,NO,0.0
C108757,0.71,LEAVE,YES,111.47
C108766,0.96,STAY,NO,0.0
C108768,0.51,LEAVE,YES,87.72
C108772,0.99,STAY,NO,0.0
C108774,0.82,LEAVE,NOT,0.0
C108777,0.81,STAY,NO,0.0
C108781,0.93,STAY,NO,0.0
C108801,0.96,STAY,NO,0.0
C108817,1.0,STAY,NO,0.0
C108827,0.93,LEAVE,YES,44.64
C108836,0.69,STAY,NO,0.0
C108844,0.97,STAY,NO,0.0
C108845,0.97,STAY,NO,0.0
C108849,0.86,STAY,NO,0.0
C108850,1.0,LEAVE,YES,147.0
C108851,0.96,STAY,NO,0.0
C108855,0.9,LEAVE,YES,194.4
C108856,0.93,STAY,NO,0.0
C108865,0.6,STAY,NO,0.0
C108866,0.61,LEAVE,NOT,0.0
C108885,0.96,STAY,NO,0.0
C108886,0.98,LEAVE,NOT,0.0
C108888,0.99,STAY,NO,0.0
C108889,0.82,STAY,NO,0.0
C108890,0.62,STAY,NO,0.0
C108891,0.6,STAY,NO,0.0
C108896,0.92,STAY,NO,0.0
C108897,0.98,STAY,NO,0.0
C108906,1.0,STAY,NO,0.0
C108920,0.9,STAY,NO,0.0
C108922,0.98,STAY,NO,0.0
C108923,0.93,STAY,NO,0.0
C108931,0.85,STAY,NO,0.0
C108932,0.99,LEAVE,YES,167.31
C108933,1.0,STAY,NO,0.0
C108939,1.0,STAY,NO,0.0
C108943,0.84,LEAVE,YES,172.2
C108945,0.66,STAY,NO,0.0
C108948,0.99,STAY,NO,0.0
C108949,0.53,LEAVE,YES,22.79
C108952,0.59,STAY,NO,0.0
C108953,0.69,STAY,NO,0.0
C108957,0.6,STAY,NO,0.0
C108962,0.85,STAY,NO,0.0
C108967,0.79,STAY,NO,0.0
C108970,0.88,STAY,NO,0.0
C108981,0.86,STAY,NO,0.0
C108987,0.96,STAY,NO,0.0
C108988,1.0,STAY,NO,0.0
C108990,0.99,LEAVE,YES,150.48
C108997,0.86,STAY,NO,0.0
C109000,0.94,STAY,NO,0.0
C109003,0.74,STAY,NO,0.0
C109005,0.98,LEAVE,YES,179.34
C109007,0.99,LEAVE,YES,196.02
C109008,0.75,LEAVE,YES,51.0
C109010,0.76,LEAVE,YES,34.96
C109014,1.0,STAY,NO,0.0
C109016,0.97,STAY,NO,0.0
C109018,0.75,LEAVE,YES,175.5
C109029,0.94,STAY,NO,0.0
C109031,0.64,STAY,NO,0.0
C109034,0.64,LEAVE,NOT,0.0
C109052,0.99,STAY,NO,0.0
C109053,0.94,LEAVE,YES,55.46
C109054,0.8,STAY,NO,0.0
C109077,0.85,STAY,NO,0.0
C109078,0.97,STAY,NO,0.0
C109082,0.79,STAY,NO,0.0
C109083,1.0,STAY,NO,0.0
C109085,0.96,STAY,NO,0.0
C109086,0.97,STAY,NO,0.0
C109089,0.94,STAY,NO,0.0
C109090,0.98,STAY,NO,0.0
C109093,0.57,STAY,NO,0.0
C109096,0.99,STAY,NO,0.0
C109103,0.98,LEAVE,YES,177.38
C109104,0.7,LEAVE,YES,85.4
C109110,0.94,STAY,NO,0.0
C109115,0.89,STAY,NO,0.0
C109116,0.94,STAY,NO,0.0
C109118,0.95,STAY,NO,0.0
C109120,0.9,STAY,NO,0.0
C109122,0.96,LEAVE,YES,176.64
C109124,0.62,LEAVE,YES,114.7
C109129,0.97,STAY,NO,0.0
C109138,1.0,STAY,NO,0.0
C109140,0.98,STAY,NO,0.0
C109141,0.62,STAY,NO,0.0
C109143,0.79,STAY,NO,0.0
C109144,1.0,STAY,NO,0.0
C109145,0.99,LEAVE,NOT,0.0
C109147,1.0,STAY,NO,0.0
C109155,0.84,STAY,NO,0.0
C109170,0.91,LEAVE,NOT,0.0
C109173,0.91,LEAVE,YES,171.08
C109180,0.5,LEAVE,YES,34.0
C109195,0.93,LEAVE,YES,164.61
C109201,0.96,STAY,NO,0.0
C109202,0.94,STAY,NO,0.0
C109206,1.0,STAY,NO,0.0
C109215,0.95,STAY,NO,0.0
C109220,0.99,STAY,NO,0.0
C109222,0.61,LEAVE,YES,24.4
C109228,0.84,STAY,NO,0.0
C109233,0.99,STAY,NO,0.0
C109235,0.74,STAY,NO,0.0
C109242,0.67,LEAVE,YES,18.76
C109243,0.66,STAY,NO,0.0
C109248,0.99,LEAVE,NOT,0.0
C109253,0.98,STAY,NO,0.0
C109254,0.82,STAY,NO,0.0
C109260,1.0,STAY,NO,0.0
C109263,1.0,STAY,NO,0.0
C109270,0.62,LEAVE,YES,128.34
C109271,0.81,STAY,NO,0.0
C109273,0.89,STAY,NO,0.0
C109279,0.54,LEAVE,YES,31.86
C109280,0.75,STAY,NO,0.0
C109287,0.98,LEAVE,YES,163.66
C109295,0.63,STAY,NO,0.0
C109304,0.58,LEAVE,YES,24.94
C109305,0.65,LEAVE,YES,31.2
C109308,0.5,LEAVE,YES,99.5
C109312,0.99,STAY,NO,0.0
C109324,0.57,STAY,NO,0.0
C109328,0.94,STAY,NO,0.0
C109329,1.0,STAY,NO,0.0
C109330,0.86,LEAVE,NOT,0.0
C109334,0.72,STAY,NO,0.0
C109342,0.99,STAY,NO,0.0
C109344,0.87,STAY,NO,0.0
C109345,0.95,STAY,NO,0.0
C109348,0.81,LEAVE,YES,73.71
C109351,0.99,STAY,NO,0.0
C109353,0.99,STAY,NO,0.0
C109360,0.9,STAY,NO,0.0
C109361,0.57,LEAVE,NOT,0.0
C109364,1.0,STAY,NO,0.0
C109365,0.62,LEAVE,YES,35.96
C109368,0.51,LEAVE,NOT,0.0
C109369,1.0,STAY,NO,0.0
C109372,1.0,LEAVE,YES,247.0
C109374,0.87,STAY,NO,0.0
C109380,0.96,STAY,NO,0.0
C109392,0.95,STAY,NO,0.0
C109396,0.99,STAY,NO,0.0
C109400,0.57,LEAVE,YES,28.5
C109405,0.96,STAY,NO,0.0
C109414,0.98,STAY,NO,0.0
C109415,0.86,STAY,NO,0.0
C109417,0.96,STAY,NO,0.0
C109418,1.0,STAY,NO,0.0
C109422,0.98,STAY,NO,0.0
C109426,0.56,LEAVE,YES,23.52
C109437,0.55,STAY,NO,0.0
C109442,0.64,LEAVE,YES,93.44
C109446,1.0,LEAVE,YES,189.0
C109447,0.65,STAY,NO,0.0
C109451,0.98,LEAVE,YES,128.38
C109455,1.0,STAY,NO,0.0
C109457,0.99,STAY,NO,0.0
C109464,0.97,STAY,NO,0.0
C109465,0.99,STAY,NO,0.0
C109470,0.63,LEAVE,YES,126.0
C109472,0.92,STAY,NO,0.0
C109473,0.83,STAY,NO,0.0
C109474,0.99,STAY,NO,0.0
C109483,0.96,STAY,NO,0.0
C109484,0.89,STAY,NO,0.0
C109486,0.91,LEAVE,YES,195.65
C109498,0.94,LEAVE,NOT,0.0
C109502,0.95,STAY,NO,0.0
C109506,1.0,STAY,NO,0.0
C109509,0.95,STAY,NO,0.0
C109515,0.97,STAY,NO,0.0
C109523,1.0,STAY,NO,0.0
C109526,1.0,STAY,NO,0.0
C109529,0.79,STAY,NO,0.0
C109530,0.99,STAY,NO,0.0
C109531,0.97,LEAVE,YES,159.08
C109533,0.63,STAY,NO,0.0
C109539,0.99,STAY,NO,0.0
C109540,0.96,STAY,NO,0.0
C109541,0.89,STAY,NO,0.0
C109542,0.57,STAY,NO,0.0
C109543,0.99,STAY,NO,0.0
C109544,0.68,STAY,NO,0.0
C109547,0.97,STAY,NO,0.0
C109548,0.96,STAY,NO,0.0
C109549,0.76,STAY,NO,0.0
C109550,0.89,STAY,NO,0.0
C109554,1.0,STAY,NO,0.0
C109570,0.88,LEAVE,YES,154.88
C109571,0.79,STAY,NO,0.0
C109572,0.82,LEAVE,YES,46.74
C109576,0.99,STAY,NO,0.0
C109580,0.94,STAY,NO,0.0
C109581,1.0,STAY,NO,0.0
C109584,1.0,STAY,NO,0.0
C109589,0.98,LEAVE,NOT,0.0
C109590,0.92,STAY,NO,0.0
C109593,0.99,STAY,NO,0.0
C109594,0.77,LEAVE,YES,140.91
C109596,0.93,STAY,NO,0.0
C109599,0.87,LEAVE,YES,169.65
C109601,0.88,LEAVE,YES,181.28
C109611,0.69,LEAVE,YES,44.16
C109613,0.99,STAY,NO,0.0
C109615,0.73,STAY,NO,0.0
C109617,0.78,LEAVE,YES,41.34
C109627,0.58,LEAVE,NOT,0.0
C109631,0.96,STAY,NO,0.0
C109633,0.76,STAY,NO,0.0
C109638,0.74,STAY,NO,0.0
C109642,0.87,LEAVE,YES,32.19
C109644,0.98,STAY,NO,0.0
C109649,0.89,STAY,NO,0.0
C109651,0.99,STAY,NO,0.0
C109654,0.64,STAY,NO,0.0
C109658,0.59,STAY,NO,0.0
C109660,0.59,STAY,NO,0.0
C109663,1.0,STAY,NO,0.0
C109664,0.91,STAY,NO,0.0
C109666,1.0,STAY,NO,0.0
C109668,0.99,STAY,NO,0.0
C109669,0.73,STAY,NO,0.0
C109682,0.9,STAY,NO,0.0
C109685,0.97,STAY,NO,0.0
C109688,0.94,STAY,NO,0.0
C109691,1.0,STAY,NO,0.0
C109692,0.99,STAY,NO,0.0
C109695,0.97,STAY,NO,0.0
C109696,0.77,STAY,NO,0.0
C109703,0.91,LEAVE,YES,60.06
C109704,0.98,LEAVE,YES,189.14
C109715,0.98,LEAVE,YES,162.68
C109718,1.0,STAY,NO,0.0
C109720,0.97,LEAVE,YES,214.37
C109721,0.89,STAY,NO,0.0
C109722,0.92,LEAVE,YES,38.64
C109724,0.81,LEAVE,YES,26.73
C109726,0.84,STAY,NO,0.0
C109727,0.99,STAY,NO,0.0
C109731,0.82,LEAVE,YES,33.62
C109734,0.91,STAY,NO,0.0
C109735,0.99,STAY,NO,0.0
C109742,0.57,STAY,NO,0.0
C109745,0.55,LEAVE,YES,132.0
C109747,0.68,STAY,NO,0.0
C109748,1.0,LEAVE,YES,221.0
C109750,0.88,STAY,NO,0.0
C109752,0.84,STAY,NO,0.0
C109753,0.53,LEAVE,NOT,0.0
C109761,0.58,LEAVE,YES,80.04
C109762,0.99,STAY,NO,0.0
C109769,0.76,STAY,NO,0.0
C109773,1.0,STAY,NO,0.0
C109777,0.57,LEAVE,YES,12.54
C109778,0.93,STAY,NO,0.0
C109794,0.95,STAY,NO,0.0
C109797,0.83,LEAVE,YES,26.56
C109800,0.99,STAY,NO,0.0
C109802,0.84,LEAVE,YES,36.12
C109804,0.98,STAY,NO,0.0
C109808,0.99,STAY,NO,0.0
C109811,0.99,STAY,NO,0.0
C109813,0.51,STAY,NO,0.0
C109818,0.98,STAY,NO,0.0
C109826,1.0,STAY,NO,0.0
C109828,0.98,STAY,NO,0.0
C109833,0.87,STAY,NO,0.0
C109835,0.61,LEAVE,YES,118.34
C109841,0.95,LEAVE,YES,184.3
C109851,0.91,STAY,NO,0.0
C109855,0.56,LEAVE,YES,87.36
C109856,0.85,STAY,NO,0.0
C109859,0.99,STAY,NO,0.0
C109866,0.97,STAY,NO,0.0
C109867,0.74,STAY,NO,0.0
C109874,0.63,STAY,NO,0.0
C109879,0.94,STAY,NO,0.0
C109891,0.98,STAY,NO,0.0
C109894,0.7,STAY,NO,0.0
C109901,0.73,STAY,NO,0.0
C109904,0.92,STAY,NO,0.0
C109907,0.97,LEAVE,YES,129.98
C109909,0.97,STAY,NO,0.0
C109917,0.88,STAY,NO,0.0
C109927,0.88,LEAVE,YES,45.76
C109934,0.98,STAY,NO,0.0
C109936,0.86,STAY,NO,0.0
C109942,1.0,STAY,NO,0.0
C109950,0.53,LEAVE,NOT,0.0
C109953,0.95,STAY,NO,0.0
C109960,0.96,STAY,NO,0.0
C109965,0.93,LEAVE,YES,157.17
C109968,0.99,STAY,NO,0.0
C109970,0.99,STAY,NO,0.0
C109978,0.78,LEAVE,NOT,0.0
C109979,0.93,STAY,NO,0.0
C109984,0.86,STAY,NO,0.0
C109993,0.98,STAY,NO,0.0
C109995,0.55,LEAVE,NOT,0.0
C109996,0.72,LEAVE,YES,41.76
C109998,0.99,STAY,NO,0.0
C110002,1.0,STAY,NO,0.0
C110004,0.87,STAY,NO,0.0
C110006,0.51,STAY,NO,0.0
C110009,0.95,STAY,NO,0.0
C110014,0.9,STAY,NO,0.0
C110018,0.9,STAY,NO,0.0
C110032,0.99,STAY,NO,0.0
C110035,1.0,STAY,NO,0.0
C110037,0.99,STAY,NO,0.0
C110041,0.62,LEAVE,NOT,0.0
C110047,0.95,STAY,NO,0.0
C110050,0.53,STAY,NO,0.0
C110051,0.98,STAY,NO,0.0
C110053,0.79,STAY,NO,0.0
C110062,0.92,STAY,NO,0.0
C110064,0.74,LEAVE,YES,114.7
C110065,0.88,STAY,NO,0.0
C110073,0.64,STAY,NO,0.0
C110079,0.67,STAY,NO,0.0
C110086,0.82,STAY,NO,0.0
C110092,0.57,STAY,NO,0.0
C110095,0.98,STAY,NO,0.0
C110096,0.63,LEAVE,NOT,0.0
C110101,0.86,STAY,NO,0.0
C110104,0.95,LEAVE,NOT,0.0
C110110,0.98,STAY,NO,0.0
C110119,0.79,STAY,NO,0.0
C110137,0.91,STAY,NO,0.0
C110139,0.97,STAY,NO,0.0
C110141,0.99,LEAVE,YES,250.47
C110144,0.8,STAY,NO,0.0
C110155,0.99,LEAVE,YES,154.44
C110164,0.98,STAY,NO,0.0
C110165,0.97,STAY,NO,0.0
C110167,0.95,LEAVE,YES,194.75
C110168,0.79,STAY,NO,0.0
C110170,0.98,STAY,NO,0.0
C110175,0.98,STAY,NO,0.0
C110182,1.0,STAY,NO,0.0
C110183,0.98,LEAVE,YES,164.64
C110184,0.98,STAY,NO,0.0
C110186,0.97,STAY,NO,0.0
C110192,0.58,LEAVE,YES,132.82
C110201,0.99,STAY,NO,0.0
C110204,0.91,STAY,NO,0.0
C110205,0.55,STAY,NO,0.0
C110206,0.83,STAY,NO,0.0
C110212,0.95,STAY,NO,0.0
C110214,0.62,STAY,NO,0.0
C110217,0.96,STAY,NO,0.0
C110218,0.73,LEAVE,YES,32.12
C110221,0.95,STAY,NO,0.0
C110224,0.78,STAY,NO,0.0
C110226,0.97,STAY,NO,0.0
C110227,0.58,LEAVE,YES,28.42
C110231,0.97,STAY,NO,0.0
C110235,1.0,STAY,NO,0.0
C110239,0.9,STAY,NO,0.0
C110243,1.0,STAY,NO,0.0
C110245,0.97,STAY,NO,0.0
C110257,0.52,LEAVE,YES,34.84
C110260,0.87,STAY,NO,0.0
C110265,0.84,LEAVE,YES,142.8
C110266,1.0,STAY,NO,0.0
C110279,0.95,LEAVE,YES,54.15
C110290,0.61,STAY,NO,0.0
C110300,0.82,STAY,NO,0.0
C110301,0.94,LEAVE,YES,225.6
C110303,0.59,STAY,NO,0.0
C110304,0.97,STAY,NO,0.0
C110307,0.99,STAY,NO,0.0
C110316,0.64,LEAVE,YES,37.12
C110322,0.76,STAY,NO,0.0
C110328,0.82,LEAVE,YES,54.12
C110329,0.7,STAY,NO,0.0
C110335,0.88,LEAVE,YES,148.72
C110340,1.0,STAY,NO,0.0
C110347,0.71,STAY,NO,0.0
C110348,1.0,STAY,NO,0.0
C110349,0.98,STAY,NO,0.0
C110350,0.73,STAY,NO,0.0
C110362,0.97,STAY,NO,0.0
C110369,0.94,STAY,NO,0.0
C110370,0.93,STAY,NO,0.0
C110371,0.99,LEAVE,YES,60.39
C110372,0.74,LEAVE,YES,148.74
C110379,1.0,STAY,NO,0.0
C110381,0.88,STAY,NO,0.0
C110382,0.59,STAY,NO,0.0
C110400,0.99,STAY,NO,0.0
C110405,1.0,STAY,NO,0.0
C110406,0.71,STAY,NO,0.0
C110407,0.82,LEAVE,YES,209.1
C110409,0.94,STAY,NO,0.0
C110411,0.87,STAY,NO,0.0
C110420,0.5,LEAVE,YES,37.5
C110421,0.94,LEAVE,YES,140.06
C110427,0.95,LEAVE,YES,166.25
C110430,0.98,STAY,NO,0.0
C110432,0.93,STAY,NO,0.0
C110433,0.77,STAY,NO,0.0
C110437,0.8,LEAVE,YES,120.8
C110446,0.9,STAY,NO,0.0
C110448,0.97,STAY,NO,0.0
C110450,0.62,LEAVE,NOT,0.0
C110455,0.98,STAY,NO,0.0
C110457,0.64,LEAVE,NOT,0.0
C110459,0.75,STAY,NO,0.0
C110464,0.52,LEAVE,YES,95.68
C110467,0.99,LEAVE,NOT,0.0
C110472,0.89,STAY,NO,0.0
C110493,0.96,LEAVE,YES,113.28
C110499,0.74,LEAVE,YES,25.16
C110505,0.89,LEAVE,YES,134.39
C110508,0.88,STAY,NO,0.0
C110511,0.66,LEAVE,YES,137.28
C110514,0.9,LEAVE,YES,173.7
C110519,0.94,STAY,NO,0.0
C110524,0.66,STAY,NO,0.0
C110527,0.78,STAY,NO,0.0
C110529,1.0,STAY,NO,0.0
C110530,0.85,STAY,NO,0.0
C110531,0.94,STAY,NO,0.0
C110537,1.0,STAY,NO,0.0
C110544,0.97,STAY,NO,0.0
C110545,1.0,STAY,NO,0.0
C110547,0.73,STAY,NO,0.0
C110548,1.0,STAY,NO,0.0
C110556,0.51,LEAVE,NOT,0.0
C110559,0.63,LEAVE,YES,37.8
C110560,0.51,STAY,NO,0.0
C110564,0.71,STAY,NO,0.0
C110566,0.7,STAY,NO,0.0
C110570,1.0,STAY,NO,0.0
C110573,0.8,STAY,NO,0.0
C110575,0.63,LEAVE,YES,39.06
C110577,0.96,STAY,NO,0.0
C110579,0.82,LEAVE,YES,139.4
C110583,0.99,STAY,NO,0.0
C110591,0.75,STAY,NO,0.0
C110592,0.97,LEAVE,YES,43.65
C110594,0.65,LEAVE,YES,147.55
C110596,0.97,STAY,NO,0.0
C110599,0.61,LEAVE,NOT,0.0
C110600,0.89,STAY,NO,0.0
C110604,0.99,STAY,NO,0.0
C110606,0.92,STAY,NO,0.0
C110612,0.66,STAY,NO,0.0
C110616,0.5,LEAVE,YES,22.5
C110618,1.0,STAY,NO,0.0
C110622,0.98,STAY,NO,0.0
C110623,0.9,LEAVE,NOT,0.0
C110627,0.79,LEAVE,NOT,0.0
C110631,1.0,STAY,NO,0.0
C110634,0.98,STAY,NO,0.0
C110635,0.88,STAY,NO,0.0
C110637,0.5,STAY,NO,0.0
C110641,0.7,STAY,NO,0.0
C110645,0.92,LEAVE,YES,106.72
C110647,0.86,LEAVE,YES,134.16
C110652,0.99,STAY,NO,0.0
C110656,0.98,STAY,NO,0.0
C110658,0.94,STAY,NO,0.0
C110663,0.99,STAY,NO,0.0
C110669,0.97,LEAVE,YES,144.53
C110670,0.83,STAY,NO,0.0
C110671,0.62,LEAVE,YES,110.36
C110675,0.99,STAY,NO,0.0
C110677,0.89,STAY,NO,0.0
C110678,1.0,STAY,NO,0.0
C110682,0.94,STAY,NO,0.0
C110685,0.96,STAY,NO,0.0
C110688,1.0,STAY,NO,0.0
C110689,0.99,STAY,NO,0.0
C110699,0.91,LEAVE,YES,186.55
C110700,0.7,STAY,NO,0.0
C110719,0.62,LEAVE,YES,25.42
C110722,0.95,LEAVE,NOT,0.0
C110723,0.94,STAY,NO,0.0
C110727,1.0,STAY,NO,0.0
C110731,0.97,STAY,NO,0.0
C110733,0.76,LEAVE,YES,32.68
C110737,0.75,LEAVE,YES,141.0
C110739,0.85,STAY,NO,0.0
C110740,0.91,STAY,NO,0.0
C110747,0.78,LEAVE,YES,156.0
C110750,0.92,STAY,NO,0.0
C110754,0.87,STAY,NO,0.0
C110755,0.99,STAY,NO,0.0
C110765,0.98,LEAVE,YES,154.84
C110770,0.96,STAY,NO,0.0
C110771,1.0,LEAVE,YES,241.0
C110773,1.0,STAY,NO,0.0
C110777,0.87,LEAVE,YES,198.36
C110781,0.9,STAY,NO,0.0
C110783,0.71,LEAVE,NOT,0.0
C110788,0.99,STAY,NO,0.0
C110789,1.0,STAY,NO,0.0
C110794,0.97,STAY,NO,0.0
C110795,0.66,STAY,NO,0.0
C110796,0.71,STAY,NO,0.0
C110801,1.0,STAY,NO,0.0
C110802,0.71,STAY,NO,0.0
C110803,0.58,STAY,NO,0.0
C110819,1.0,STAY,NO,0.0
C110821,0.97,LEAVE,YES,157.14
C110827,0.99,STAY,NO,0.0
C110831,0.97,STAY,NO,0.0
C110832,0.85,LEAVE,YES,135.15
C110839,0.94,STAY,NO,0.0
C110840,0.99,STAY,NO,0.0
C110844,0.99,STAY,NO,0.0
C110847,0.89,STAY,NO,0.0
C110851,0.99,LEAVE,YES,246.51
C110854,0.98,STAY,NO,0.0
C110855,0.97,STAY,NO,0.0
C110858,0.92,LEAVE,YES,214.36
C110859,0.51,LEAVE,YES,17.34
C110863,0.99,STAY,NO,0.0
C110866,0.72,STAY,NO,0.0
C110873,0.99,STAY,NO,0.0
C110875,0.99,STAY,NO,0.0
C110885,0.74,STAY,NO,0.0
C110887,0.99,STAY,NO,0.0
C110891,0.95,LEAVE,NOT,0.0
C110892,0.98,STAY,NO,0.0
C110896,0.97,LEAVE,YES,201.76
C110900,0.5,LEAVE,NOT,0.0
C110904,0.98,LEAVE,YES,190.12
C110908,0.94,STAY,NO,0.0
C110911,0.54,STAY,NO,0.0
C110912,1.0,STAY,NO,0.0
C110914,0.98,LEAVE,YES,155.82
C110915,0.98,STAY,NO,0.0
C110918,0.88,STAY,NO,0.0
C110919,0.63,LEAVE,YES,101.43
C110923,0.99,STAY,NO,0.0
C110928,0.71,STAY,NO,0.0
C110932,0.97,STAY,NO,0.0
C110933,0.97,STAY,NO,0.0
C110934,0.93,STAY,NO,0.0
C110936,0.98,STAY,NO,0.0
C110939,1.0,STAY,NO,0.0
C110940,0.99,STAY,NO,0.0
C110941,0.7,LEAVE,YES,172.2
C110942,0.81,LEAVE,YES,127.17
C110943,0.94,LEAVE,YES,197.4
C110948,0.94,STAY,NO,0.0
C110953,0.72,STAY,NO,0.0
C110955,0.96,STAY,NO,0.0
C110965,0.69,STAY,NO,0.0
C110971,1.0,STAY,NO,0.0
C110976,1.0,STAY,NO,0.0
C110978,0.99,STAY,NO,0.0
C110982,0.58,STAY,NO,0.0
C110984,1.0,STAY,NO,0.0
C110993,0.66,LEAVE,YES,162.36
C110997,0.99,STAY,NO,0.0
C110998,0.99,STAY,NO,0.0
C111001,0.91,STAY,NO,0.0
C111002,0.53,LEAVE,NOT,0.0
C111003,0.95,LEAVE,YES,214.7
C111004,1.0,STAY,NO,0.0
C111006,0.9,LEAVE,YES,43.2
C111008,0.95,STAY,NO,0.0
C111009,0.97,STAY,NO,0.0
C111014,0.96,STAY,NO,0.0
C111015,0.84,LEAVE,YES,126.0
C111018,0.58,LEAVE,YES,24.36
C111022,0.96,STAY,NO,0.0
C111028,0.8,STAY,NO,0.0
C111040,0.93,STAY,NO,0.0
C111041,0.84,STAY,NO,0.0
C111045,0.95,STAY,NO,0.0
C111050,0.87,STAY,NO,0.0
C111052,0.98,STAY,NO,0.0
C111053,0.62,STAY,NO,0.0
C111060,0.99,STAY,NO,0.0
C111064,0.97,LEAVE,YES,141.62
C111066,0.93,STAY,NO,0.0
C111069,0.99,STAY,NO,0.0
C111076,0.98,LEAVE,YES,164.64
C111080,0.83,LEAVE,YES,137.78
C111084,1.0,STAY,NO,0.0
C111085,0.67,LEAVE,NOT,0.0
C111094,0.98,STAY,NO,0.0
C111097,0.67,STAY,NO,0.0
C111098,0.83,LEAVE,YES,47.31
C111099,0.96,STAY,NO,0.0
C111101,0.72,LEAVE,YES,158.4
C111104,0.58,LEAVE,YES,27.26
C111114,0.95,STAY,NO,0.0
C111115,0.88,STAY,NO,0.0
C111116,0.62,LEAVE,YES,94.86
C111119,0.73,STAY,NO,0.0
C111125,0.89,LEAVE,YES,61.41
C111126,0.76,STAY,NO,0.0
C111127,0.75,LEAVE,YES,115.5
C111128,0.57,STAY,NO,0.0
C111139,0.77,STAY,NO,0.0
C111141,0.98,STAY,NO,0.0
C111146,0.98,STAY,NO,0.0
C111147,0.95,STAY,NO,0.0
C111150,0.7,STAY,NO,0.0
C111151,0.87,STAY,NO,0.0
C111154,0.98,STAY,NO,0.0
C111157,0.92,STAY,NO,0.0
C111165,0.82,LEAVE,YES,50.84
C111168,0.99,STAY,NO,0.0
C111171,0.58,LEAVE,NOT,0.0
C111179,0.91,STAY,NO,0.0
C111180,0.95,STAY,NO,0.0
C111181,0.6,LEAVE,NOT,0.0
C111185,0.97,LEAVE,YES,194.97
C111188,0.81,LEAVE,YES,37.26
C111191,0.97,STAY,NO,0.0
C111192,0.99,STAY,NO,0.0
C111193,0.72,LEAVE,YES,127.44
C111208,0.98,STAY,NO,0.0
C111211,1.0,LEAVE,YES,198.0
C111215,0.99,STAY,NO,0.0
C111229,1.0,STAY,NO,0.0
C111238,1.0,STAY,NO,0.0
C111252,0.92,STAY,NO,0.0
C111256,0.61,STAY,NO,0.0
C111259,0.91,STAY,NO,0.0
C111260,0.68,STAY,NO,0.0
C111273,0.89,STAY,NO,0.0
C111278,0.93,STAY,NO,0.0
C111284,0.76,STAY,NO,0.0
C111295,0.62,STAY,NO,0.0
